id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CD1B	67.4799484693139	1.87779903307252	0.503171193197498	3.73192873212729	0.000190019267041576	0.0424822338389046
OXER1	89.964692780209	1.8625613537709	0.416209577095277	4.47505645297666	7.63911261289103e-06	0.00583057394329525
HBB	1439.85884762343	1.85101208955403	0.496261249368829	3.72991462039047	0.000191544666179723	0.0424822338389046
CYP21A1P	15.8043088822539	1.84807556044607	0.504520194981013	3.66303584837793	0.000249243641368826	0.0478384649582043
FRS2	2534.44488156091	1.82872896670979	0.417303391352855	4.38225282756807	1.17458388923124e-05	0.00745901892131227
HLA-G	671.42283056625	1.82627150378822	0.503487138256576	3.627245593824	0.000286460795492056	0.0520237714247965
GFAP	33.2654392273247	1.81300658241504	0.533666869842031	3.39726275860389	0.000680635773237939	0.082329043817715
S100B	444.852730758161	1.80454632110524	0.441748176964555	4.08501135987718	4.40746602338889e-05	0.0184099855796954
CD1C	225.133892538311	1.80346420388335	0.440511710258422	4.09402102574155	4.23955840545556e-05	0.0180087818233097
AC007638.2	2.80258639454222	1.79195929232155	0.539231489385321	3.32317256613525	0.000889998387806373	0.0925524464531258
MIR4697HG	155.031066836882	1.79124792606314	0.504570582079916	3.55004431427481	0.000385166310011549	0.0630917520360095
CTSH	22478.3084514341	1.77980836886434	0.451851912980318	3.93891962772738	8.1849340883794e-05	0.0272903500378456
MALRD1	47.5578532537384	1.77143322521208	0.488132387188845	3.62900162272323	0.000284519452527846	0.0520237714247965
CCL15	12.4182172914958	1.76401368637284	0.51662777987405	3.41447702793468	0.000639045821762699	0.0808877090152362
CLEC4F	17.9712930351714	1.73737117026362	0.453462246553161	3.83134689485102	0.000127443670312473	0.0329277656223835
BCRP3	62.2233142059255	1.72251380106963	0.51320050106748	3.35641488557926	0.000789600208231018	0.0874100555002979
HLA-DQB1-AS1	130.605233840461	1.72210938810136	0.467789809471659	3.6813743122074	0.00023198014059548	0.0465110902688313
AL355864.2	4.60467522255334	1.72077863630264	0.520687427108691	3.3048207940374	0.000950371457991686	0.0968772921296567
RAB3IP	2361.04034411307	1.71704919835354	0.469354189262283	3.65832294168364	0.000253871033414778	0.0478384649582043
AC068234.2	21.9077227893675	1.69724235786478	0.395671693511443	4.28952180734075	1.79058231944434e-05	0.0101989941113441
CYP21A2	13.2977785275669	1.69453070642263	0.490371521092781	3.45560586929357	0.000549057522372209	0.0742736482727123
AC113404.3	48.1213187686896	1.69214446373419	0.478386513481435	3.53719098688566	0.000404407112857927	0.0645557392512444
YES1P1	15.7431401855226	1.68465839210339	0.448514574344929	3.75608394568646	0.000172592822058205	0.0400511232076178
AC084033.3	355.966726876994	1.67025163848705	0.4960247827987	3.36727457257894	0.000759150632838382	0.0863579053656582
AC007608.3	11.720133822964	1.66951196216473	0.44224811227661	3.77505729435541	0.000159970891182024	0.0385537950295226
ENSG00000244731	556.502217101547	1.66599679050278	0.394267971615605	4.22554432630165	2.38363897205519e-05	0.0121915836566627
AC079210.1	9.85974571531549	1.66567946704141	0.465602892980806	3.57746803585707	0.000346938629337823	0.05874983735449
RNU4-62P	7.20817575275242	1.65078893999861	0.478907045288282	3.44699238868976	0.000566864552069598	0.0759719754222901
ADGRE4P	48.5442389602856	1.64917478966419	0.413201291367304	3.99121402599441	6.57359219493705e-05	0.0232038545900722
PLD4	306.175788738555	1.64893862389044	0.415117226907939	3.97222402975852	7.12047056053876e-05	0.0243328322529068
ENSG00000261496	5.46403482157839	1.64255183658295	0.448714909860306	3.66056888346836	0.00025165588529241	0.0478384649582043
THBS4	145.120678022605	1.63293964967945	0.421859355608045	3.87081530365925	0.000108471955777106	0.031610745996347
UBE2FP3	8.23222352933326	1.61930696199016	0.444370751364037	3.64404488148589	0.000268386587883472	0.0501963034741461
CEACAM4	69.8145404578437	1.60656982123841	0.438815455448136	3.66115140497436	0.00025108431829405	0.0478384649582043
SDHAP3	542.051356475371	1.58944398911508	0.467857676987712	3.39728098371425	0.000680590440195671	0.082329043817715
AC020916.1	869.677993196909	1.58477523637099	0.469300037231879	3.37689135018748	0.000733100017718201	0.0844708587136731
RAP1B	3854.70351982449	1.58443969267217	0.384272494579237	4.12321910889582	3.7361399351269e-05	0.016720560545384
NUP107	3022.79191571961	1.58312541482016	0.396070661487501	3.99707822052383	6.41291151378066e-05	0.0230834540393262
YEATS4	1198.33199813364	1.5682620594107	0.418903877098379	3.74372772645024	0.000181310122830087	0.0413090390760695
ENSG00000272367	17.5602890762718	1.56782100822186	0.424641438978218	3.69210553730788	0.000222405131981876	0.0464493118144148
MS4A4E	20.4962079773448	1.55708828395096	0.445225053342158	3.49730607534866	0.000469982271431839	0.068084946165461
CNN2P1	11.7868653442067	1.55522726511797	0.463800918135395	3.35322161795282	0.000798767209880938	0.0874179205853104
HMGA1P4	20.7745960137456	1.55399820328917	0.457847373577399	3.39414025933352	0.000688444231703565	0.082329043817715
RASSF8-AS1	206.184893189481	1.54659743786854	0.454743243764904	3.40103444982266	0.000671313671930737	0.082329043817715
MMP19	1215.33011888992	1.54345242595278	0.404719427039825	3.81363562713509	0.00013693732012877	0.0346658900713862
SV2C	8.93547974382601	1.53668661606017	0.459325843153699	3.34552614220308	0.00082126616877761	0.0887179858702778
SLC4A5	86.8114033084782	1.51715651923299	0.402492465285964	3.7694035294675	0.000163638141251853	0.0386896141137164
MT-TL1	12.112728227264	1.51676911520589	0.45917896607137	3.3032199366252	0.000955813906572213	0.0969822191356794
LRRC37A	32.292162587612	1.51425021175408	0.422193879987911	3.58662283735008	0.000334988298286186	0.0571120866098531
VAV3	489.782843511126	1.50276495979071	0.389385242303291	3.85932695060953	0.000113699736816352	0.0320173348774317
AC007216.3	18.1535145519733	1.49968528335801	0.425799306638879	3.52204726493341	0.000428227787313552	0.0651149669423989
NKX2-8	42.7364448133173	1.49686106039727	0.404869461065004	3.69714489322015	0.000218037906745903	0.0464493118144148
TRNP1	616.136780923678	1.49569698596792	0.446426556150661	3.35037637291261	0.000807018242179748	0.0879369181978646
AC106872.5	29.4306599219651	1.44962727181329	0.418221465972506	3.46617137033466	0.000527926672733757	0.0726972432530408
DIRAS3	57.3660849662814	1.42811017228595	0.397854641658655	3.58952748755717	0.000331277899399971	0.056866347361384
CPVL	2145.09878637224	1.42287162850811	0.410172012856693	3.46896322496102	0.000522470966150542	0.0723434660423474
DOK5	146.198051123242	1.41735558837233	0.402286773136033	3.52324680556438	0.000426294189888234	0.0651149669423989
